"","date","t_end","t_start","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"34",2020-04-08,34,15,0.995154433635792,0.0243159451270034,0.947974264158614,0.955575640536139,0.978573969701171,0.995110999196916,1.01132351053946,1.03567713059009,1.04314743083094
"35",2020-04-09,35,16,0.985896697939923,0.0244293582567978,0.938650900007194,0.945969841142393,0.969125003312866,0.985759769535134,1.00223265930502,1.02640593063884,1.03434029171963
"36",2020-04-10,36,17,0.923520360911021,0.0235336491909708,0.878107705609238,0.884829380683601,0.90769556646307,0.923260823537288,0.93921918088106,0.962578799485524,0.97033024988413
"37",2020-04-11,37,18,0.89032399225957,0.0231340927865385,0.845446921953141,0.852825187276115,0.874620464631766,0.890162107308367,0.905832513818884,0.92843042770928,0.936468609355978
"38",2020-04-12,38,19,0.860537962116476,0.0231080237099577,0.815905173410585,0.822803966547661,0.844768709497694,0.860454462054252,0.87597399567632,0.898955857323975,0.906923183810664
"39",2020-04-13,39,20,0.832239318614664,0.0229788343731876,0.787712033882255,0.795095250382447,0.816482840519185,0.83211573687738,0.847642148961404,0.870348217840291,0.877867264247854
"40",2020-04-14,40,21,0.790847360415651,0.0230698796208497,0.746137894112128,0.753218400694804,0.775047914157884,0.790656478229792,0.806349700663451,0.828766813978763,0.836356730184682
"41",2020-04-15,41,22,0.745001572623924,0.0230021561618741,0.700576293690397,0.707890179098607,0.729429834369673,0.744787219753511,0.760295086973991,0.783500089501529,0.790737781379511
"42",2020-04-16,42,23,0.677175725316962,0.0224386671585896,0.634283509744747,0.64106561912996,0.661670363798544,0.677058807403686,0.692189913163411,0.714642116989153,0.721977679363329
"43",2020-04-17,43,24,0.641880392239766,0.0227738776165493,0.597929027366225,0.605156730201826,0.626393483618997,0.641725320837619,0.65696042619621,0.680080810175891,0.687547731526926
"44",2020-04-18,44,25,0.610644199060815,0.023532042017044,0.565092759513287,0.572581674470051,0.594604167820326,0.610391928336649,0.626456877076213,0.649298842553488,0.657299843797671
"45",2020-04-19,45,26,0.594122292494334,0.0244335815357621,0.547514694867231,0.554605301629244,0.57733478219972,0.593807484961024,0.610490623979289,0.634988858232948,0.64330619943768
"46",2020-04-20,46,27,0.600898575615871,0.0257816941182429,0.55110580448477,0.559004528720311,0.583344488998543,0.600502619204355,0.618266889499965,0.643734531143115,0.65209518538352
"47",2020-04-21,47,28,0.591195268927568,0.0269161046828956,0.540333940327462,0.54779361223322,0.572628026996098,0.590603877567518,0.609300261285431,0.636228353942109,0.645266116073504
"48",2020-04-22,48,29,0.531083921675257,0.0266161836770759,0.480285998234356,0.487961056660444,0.512903179161638,0.530788701760431,0.548732237762809,0.575670049359673,0.585313123774908
"49",2020-04-23,49,30,0.524355786275452,0.0278277905338022,0.471379600101313,0.479327828863251,0.505323924754545,0.5238402929563,0.54276293310222,0.570982128639861,0.580725827195969
"50",2020-04-24,50,31,0.524537422663328,0.0298425215114915,0.468086228579629,0.476719785007067,0.504072775355508,0.52379189799925,0.544540721209711,0.574855321752762,0.584224668483653
"51",2020-04-25,51,32,0.534677305437243,0.0318764480302304,0.473978884730365,0.483114178815888,0.512907815193531,0.534044545036174,0.556026392258152,0.58819439430845,0.599245933917078
"52",2020-04-26,52,33,0.553798928038528,0.0343979379991264,0.488372600534923,0.498921583584679,0.530148217797733,0.55271793962695,0.576328302610455,0.612507830968187,0.62458554334783
