"","date","t_end","t_start","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"19",2020-03-24,19,9,1.68501995896366,0.0815762313361041,1.53040947707174,1.55437470473019,1.62932226375733,1.68314949161724,1.73899874773534,1.82267068491284,1.85098975664562
"20",2020-03-25,20,10,1.61505435795767,0.0743713416813456,1.47439246226246,1.49628840797224,1.56405833921459,1.61353460862812,1.66443508410514,1.74058256256007,1.76662506927943
"21",2020-03-26,21,11,1.50590721851959,0.0660831644166221,1.37965887445789,1.39931263345847,1.46020143372807,1.50516562609737,1.54968193491171,1.61637884577651,1.63921531730969
"22",2020-03-27,22,12,1.41900842800084,0.0605301198697119,1.30314920276503,1.32085797556497,1.37749308080834,1.41843892335958,1.45971121025509,1.51946216124353,1.54039415765682
"23",2020-03-28,23,13,1.36599517578759,0.0555752217012232,1.25863699892076,1.27531374788224,1.32794356403499,1.36569279381749,1.40265816207639,1.45917360768591,1.47652657310974
"24",2020-03-29,24,14,1.33082999536489,0.0526114064399316,1.22983971848088,1.24577773306398,1.29488370430086,1.32961070245474,1.36603065085055,1.41878997341445,1.43601635065503
"25",2020-03-30,25,15,1.20294749266209,0.0474473541166073,1.11261857347355,1.1264382301927,1.17067567518648,1.2017580313265,1.23498575180166,1.28272045550478,1.29833415035896
"26",2020-03-31,26,16,1.18649138537682,0.0454569875096232,1.09918613267456,1.11270478464447,1.15533235245833,1.18582887796195,1.21673850651234,1.26306635927478,1.277191138446
"27",2020-04-01,27,17,1.16044239142465,0.0436313965870228,1.0766811207432,1.09005997020852,1.13110492840387,1.16005805206881,1.18914255254371,1.23361624183137,1.24821256976287
"28",2020-04-02,28,18,1.13149012408039,0.0420449213508252,1.04952086921872,1.06357383903368,1.10298432248642,1.13135774591455,1.15971306440264,1.20105480577662,1.21478774366778
"29",2020-04-03,29,19,1.07003209140226,0.0399809902775188,0.992826082820175,1.00469037454893,1.04256334575989,1.06966913117819,1.09648817806065,1.13615715312846,1.14906228535656
"30",2020-04-04,30,20,1.02287427956943,0.0386229605658081,0.948313118434392,0.959995540809836,0.996630360727622,1.02223798103562,1.04873792669063,1.08758298905232,1.10106878789746
"31",2020-04-05,31,21,0.978396687860003,0.0372907153083945,0.906038148133841,0.917474363178003,0.953249458813333,0.978114388916465,1.0030120018309,1.04053453511475,1.053028005723
"32",2020-04-06,32,22,0.911286902056666,0.0364386278651766,0.841538842072947,0.852474617168861,0.886050781872956,0.910981016755313,0.93539190357428,0.97196309129857,0.983800147241212
"33",2020-04-07,33,23,0.879160658477208,0.0355367363275967,0.81102316120508,0.821704061100591,0.854729351059195,0.87835971099447,0.903090565519524,0.938428601100409,0.949674039913244
"34",2020-04-08,34,24,0.870605872594196,0.0357551755446621,0.802063854662529,0.812274675074061,0.846512870871079,0.870117984109722,0.894383163427086,0.930355844276228,0.941901445196531
"35",2020-04-09,35,25,0.815845423575464,0.0353220489258712,0.748096138504344,0.758801668639469,0.791693413469063,0.815351547165487,0.839495553031785,0.874763864730142,0.886040801526291
"36",2020-04-10,36,26,0.817271701610509,0.0360813582079154,0.747631813980777,0.758943175089655,0.793018686238733,0.816614743465942,0.841037929589214,0.877835752153833,0.889421338702754
"37",2020-04-11,37,27,0.754235566149874,0.0352428388945065,0.686408909083709,0.697706140434551,0.730281690402618,0.753743464300089,0.777442074413089,0.813250266917213,0.825928021239209
"38",2020-04-12,38,28,0.721095425809975,0.0351933005063101,0.654000648840875,0.664353091086768,0.697022875357379,0.720381283048092,0.744427254347998,0.780311737807071,0.792002195447347
"39",2020-04-13,39,29,0.723931150606977,0.0366353922983814,0.653520664540603,0.664881946509808,0.698849246757479,0.723577886360639,0.748276049790694,0.784697245141078,0.797625647916012
"40",2020-04-14,40,30,0.736678354890789,0.0381642669036274,0.663668100822129,0.675083700693431,0.710477985809378,0.73606074521659,0.762277603361062,0.800049176562472,0.813201521781498
"41",2020-04-15,41,31,0.693533399059777,0.0384143107252082,0.619770161938661,0.631754159491248,0.667049423446999,0.692864280280346,0.719141605390698,0.757559410862764,0.771223519479102
"42",2020-04-16,42,32,0.674211312758862,0.0388949073502866,0.59961948079734,0.611178626965636,0.647468692858064,0.673743431802204,0.700110591693205,0.739465238865858,0.751826452891384
"43",2020-04-17,43,33,0.694310499852079,0.0411118966852931,0.615877211223235,0.628294403385422,0.666242886752499,0.693750761476311,0.721521563414321,0.763200021781744,0.777344174847248
"44",2020-04-18,44,34,0.705240467463401,0.0435291326734274,0.622631273426077,0.635362287581069,0.675490206210008,0.70450594118167,0.733933836692232,0.778707552498126,0.792714074928177
"45",2020-04-19,45,35,0.63653849869286,0.0428273294018292,0.554697730416405,0.568045440797321,0.607033324062772,0.635731130738949,0.665055594457757,0.708688187784442,0.722944386567354
"46",2020-04-20,46,36,0.616837201586628,0.0438615524521367,0.533379518688796,0.54645918459889,0.586794991883668,0.615874328864532,0.645409244905456,0.690598623547046,0.706120109078435
"47",2020-04-21,47,37,0.596324563959563,0.0449557328664599,0.510926950357346,0.524251208457651,0.565357804878326,0.595278161471798,0.626047538563287,0.671971312692616,0.686484302427509
"48",2020-04-22,48,38,0.596589972886484,0.0472293337772941,0.50795102804323,0.521129197218728,0.56378309981602,0.595100319232775,0.627921218902888,0.676250316294209,0.693252673327982
"49",2020-04-23,49,39,0.62514404334645,0.0510655281268566,0.528421833511539,0.543597282122988,0.58997487688826,0.62361413514664,0.658946809672303,0.711152046190993,0.728021280292903
"50",2020-04-24,50,40,0.626160877018146,0.0540005899774806,0.525975692609276,0.540058657012664,0.58874082865968,0.624569844823444,0.661857931599963,0.717461718988822,0.736978402665428
"51",2020-04-25,51,41,0.660971334411631,0.0574999185793128,0.553606651640786,0.569672435343384,0.62140737549383,0.658921415164519,0.69871292930906,0.758511952945512,0.778435170163707
"52",2020-04-26,52,42,0.72288445995243,0.0628721459558994,0.606615791990675,0.621821942529356,0.679735630320782,0.72129215273256,0.764359526021784,0.829751403108982,0.852503096992372
"53",2020-04-27,53,43,0.756940868363522,0.0673317054877524,0.63105236274637,0.649943002917823,0.710360478844191,0.754874240716301,0.801348741664911,0.871141579679751,0.895359324725064
"54",2020-04-28,54,44,0.761825102816092,0.0692489823086189,0.633576196230282,0.652253947691984,0.714013387701497,0.75947977714883,0.807372502562629,0.878640415713125,0.902870172764919
"55",2020-04-29,55,45,0.750099042256636,0.0714654858332379,0.616317306237357,0.636053115385726,0.700699799875171,0.747775168616135,0.797048670620694,0.871712325286775,0.89703831296201
"56",2020-04-30,56,46,0.781942758306183,0.075300125340739,0.64061421674398,0.662183043496921,0.730128653490547,0.779490536212974,0.830624524750991,0.911776240487248,0.937106868554735
"57",2020-05-01,57,47,0.768943691057334,0.0762309644188536,0.626891749265942,0.647862903328821,0.716316616768601,0.766457675463361,0.819122507297678,0.897961839973993,0.92554389188488
"58",2020-05-02,58,48,0.805458884266049,0.0806535955964542,0.655256716574655,0.678100171336061,0.749359216481986,0.802814899251127,0.857886093902156,0.943511948090164,0.970516973373357
"59",2020-05-03,59,49,0.739090792563656,0.0796162664905908,0.592567649362939,0.614141154979705,0.683777942174617,0.735407202528802,0.791869978622347,0.874663191280547,0.9031705978326
"60",2020-05-04,60,50,0.725574282418093,0.0808830652855024,0.577453164227758,0.599491719219571,0.669154253076983,0.722139768739806,0.77805071277206,0.86433286295164,0.894572157660696
"61",2020-05-05,61,51,0.734220421147529,0.0838124333016287,0.579408946519743,0.602611298163283,0.676347075747346,0.730889207563587,0.789001542255163,0.878030047206541,0.907967274625521
"62",2020-05-06,62,52,0.632681362659294,0.0804002729396903,0.485736596530523,0.50668596338015,0.576331967864077,0.629009502783519,0.684949370286828,0.772190070486185,0.799644225538127
"63",2020-05-07,63,53,0.592743160072512,0.0805367549340534,0.445931549592018,0.467451080175148,0.536434053639214,0.588719916694507,0.644471929023825,0.731394489018074,0.761499274810857
"64",2020-05-08,64,54,0.564763651196411,0.0825685109105839,0.413714829306177,0.436072505515397,0.507060138517142,0.561576383543822,0.618820826581508,0.706473443825273,0.736618012079983
"65",2020-05-09,65,55,0.601876126330675,0.0899891357497781,0.439438620993055,0.463006057843074,0.538562063015226,0.596745819092342,0.659761316678521,0.759137182287897,0.791456256064061
