"","date","t_end","t_start","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"1",2020-03-06,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2020-03-07,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2020-03-08,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2020-03-09,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2020-03-10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2020-03-11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2020-03-12,7,4,3.39693853030989,0.994174622801459,1.75310468027861,1.95767048156669,2.67516843529729,3.29300534997788,3.99713968294977,5.18226969388076,5.62993475681671
"8",2020-03-13,8,5,2.74677147118996,0.743154137709671,1.49704015873015,1.64649672979131,2.21846022157406,2.67549641095372,3.19996791596172,4.08465371923158,4.39207153172136
"9",2020-03-14,9,6,2.58660329487152,0.615014788032695,1.52747323419865,1.66742646682974,2.14606734938227,2.54123935924742,2.9735038133363,3.67154992527644,3.91580164112971
"10",2020-03-15,10,7,2.76203437110792,0.558000658612927,1.77704803328446,1.91350854688149,2.36737546321909,2.72355121319019,3.11472491283679,3.73958975889557,3.95708241093358
"11",2020-03-16,11,8,3.31920160328499,0.542302504163235,2.34218628654885,2.4770650436161,2.93892994930261,3.29271029934128,3.66911773847068,4.2563036452454,4.46520585587524
"12",2020-03-17,12,9,2.72414328400598,0.431389261453737,1.94574508369454,2.06060707228498,2.42271823370411,2.6997690105919,2.99791442574405,3.4721062122243,3.6329715284151
"13",2020-03-18,13,10,2.74754091667749,0.370065260857109,2.07907242324402,2.1744977566014,2.4891015314451,2.72815355621755,2.98967880421358,3.38328358105492,3.52717937970758
"14",2020-03-19,14,11,3.12869453474543,0.350505784723287,2.48167200904568,2.57407528168673,2.88633937339553,3.11393772016394,3.35379436345854,3.73197824263607,3.85745475332454
"15",2020-03-20,15,12,2.91330790313179,0.301950108087247,2.35639013817113,2.43682932944125,2.70397762080391,2.90027711441415,3.10901132070308,3.434197019498,3.5400269375773
"16",2020-03-21,16,13,2.3476463926855,0.235100269659741,1.91152991936982,1.97422547275601,2.18657514815922,2.33962398025713,2.50104874739933,2.7486597417875,2.83200993471715
"17",2020-03-22,17,14,2.72458243232493,0.223300831513327,2.30433804890724,2.36986958422736,2.57151862377235,2.71926646291122,2.87037242638526,3.10251211637232,3.18063330855836
"18",2020-03-23,18,15,2.91605159550039,0.210431670413835,2.52120957982025,2.58020364767154,2.77102942972719,2.9099776579521,3.05340263412133,3.27440825658952,3.34887745844369
"19",2020-03-24,19,16,2.3678539363715,0.170931957481756,2.0456224517649,2.09545792572311,2.24948010916205,2.36204681842912,2.48072703022996,2.65896124141752,2.71700022183833
"20",2020-03-25,20,17,2.29215997476104,0.147854493978677,2.01698637215385,2.05536370228296,2.18960134435601,2.28826567296428,2.39065880746013,2.5414989204532,2.59222969103557
"21",2020-03-26,21,18,1.78528775213478,0.112793944508821,1.57427025774201,1.60511243075766,1.70705791829241,1.78177763750722,1.86046778236735,1.97588830291226,2.01385393190692
"22",2020-03-27,22,19,1.44143356719812,0.0884303555092417,1.27364386939931,1.29930146146707,1.38042608624462,1.43928736222429,1.49974245341213,1.58993269443098,1.62022431155481
"23",2020-03-28,23,20,1.29396743821166,0.0753624072738392,1.15164416800667,1.17363941540735,1.24197959272319,1.29189492691506,1.34289622129682,1.42203005849054,1.44671238650237
"24",2020-03-29,24,21,1.04073169434712,0.0628889987056024,0.921575596090585,0.939813964271919,0.997400787217783,1.03979509718556,1.08294077855113,1.14446059152653,1.1664508592755
"25",2020-03-30,25,22,0.927248655106534,0.0572874448172724,0.817902772522727,0.835296716923702,0.88773154806443,0.926038568191177,0.965399626493914,1.02386971684842,1.04289243087084
"26",2020-03-31,26,23,0.779412541458741,0.0521097564840179,0.680794191456382,0.695465802140929,0.743462070646064,0.77814523079773,0.813943926750675,0.866978203694888,0.884024188702106
