"","date","t_end","t_start","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"34",2020-04-08,34,15,1.02990984532846,0.071194319189902,0.894536181215926,0.914773644239485,0.981287806169554,1.02828146260644,1.07637110295282,1.15104061270334,1.17605403601435
"35",2020-04-09,35,16,0.955029907134244,0.0673515059718202,0.826960241109111,0.846688827011078,0.908836032245223,0.953143357248526,0.999753422396547,1.06822321207171,1.08958089983751
"36",2020-04-10,36,17,0.9376195488492,0.0675117571265743,0.809519261507985,0.829969606819796,0.891271777669355,0.935814480516377,0.982004643315792,1.05086374973631,1.07452709607189
"37",2020-04-11,37,18,0.912417629716461,0.0664448894465218,0.786342894107926,0.805816837045945,0.867074851696238,0.91086527483613,0.956630834736571,1.02391739479493,1.04675746570536
"38",2020-04-12,38,19,0.900265212380597,0.0666461517824447,0.773587263359766,0.792945489098698,0.85452880137569,0.89908246213115,0.944820454551831,1.01117465868832,1.03481873079491
"39",2020-04-13,39,20,0.90940652104794,0.067521309363801,0.782041220422296,0.80123312380607,0.862643207690985,0.907676869029706,0.954200963013295,1.02342413135371,1.0453850353234
"40",2020-04-14,40,21,0.832179563488093,0.0650729001282588,0.708875925466567,0.727770563220282,0.787484190318076,0.830631575949535,0.875219530353525,0.942607599481402,0.963079024374753
"41",2020-04-15,41,22,0.775959581880416,0.0637800743787616,0.655762914411843,0.67289124467382,0.732034557638847,0.774202306643526,0.817651072122863,0.883704032569016,0.905957012499459
"42",2020-04-16,42,23,0.801558527227779,0.0658320713735294,0.678777346094943,0.697024886288669,0.756093842945789,0.799445853122649,0.844655887651567,0.914077344645593,0.935971076019235
"43",2020-04-17,43,24,0.797112228807018,0.0677817042718947,0.670459027889443,0.688899176528323,0.750669907219048,0.79555862201874,0.841924973131304,0.910987830324343,0.934770099276444
"44",2020-04-18,44,25,0.740837117836197,0.066759891363012,0.615717286456938,0.634404675761756,0.694687727313377,0.738774705944576,0.784827597798132,0.854656830995446,0.877779332416096
"45",2020-04-19,45,26,0.792748384969097,0.0713769395418294,0.659434080897113,0.67916387437737,0.743722181802046,0.791005565889099,0.839386946576738,0.913851822731532,0.939313385135734
"46",2020-04-20,46,27,0.819781969824379,0.0742996790108393,0.680944493090815,0.701622310097012,0.76858035560352,0.817454463127871,0.868539322453005,0.945628724022954,0.972788552992267
"47",2020-04-21,47,28,0.776977796798876,0.0739477608273213,0.638741199999413,0.660316190758209,0.726303436095278,0.774525851659189,0.825072788846077,0.903510039076924,0.92854413378094
"48",2020-04-22,48,29,0.800471813251041,0.0774053649081369,0.654459579305995,0.677030341418062,0.746932840956539,0.798141515473447,0.850724940871892,0.932894297648316,0.958590005363359
"49",2020-04-23,49,30,0.709799230371932,0.0744001965098439,0.571528667108672,0.591659188363085,0.657724148333407,0.707312389956701,0.758686693979602,0.836501985461158,0.86258505299517
"50",2020-04-24,50,31,0.741728367312808,0.0782420467045985,0.597569237850326,0.618756458626527,0.68718536790905,0.739233188475554,0.79264193222355,0.874547022860195,0.90194696265973
"51",2020-04-25,51,32,0.782558993968528,0.0834423344311546,0.626893189561447,0.650538298390334,0.724802390114328,0.77955039477086,0.838070169045392,0.924207498457009,0.954167589171919
"52",2020-04-26,52,33,0.804985072076459,0.0874946671173407,0.642366487829645,0.667145845722305,0.744972518453085,0.801436410419052,0.861878236149757,0.953686931844991,0.985785105963864
"53",2020-04-27,53,34,0.780758625879461,0.0881617066555072,0.615867939200596,0.641209997658714,0.719621634303646,0.778071020709928,0.837532852587769,0.932844643732488,0.963686576434842
"54",2020-04-28,54,35,0.801521796451049,0.0910743113689294,0.632636334246528,0.657949631496875,0.73757099084378,0.797835549306636,0.86048836207324,0.9561417719654,0.989440734929337
"55",2020-04-29,55,36,0.787223682420482,0.0927168274057144,0.617432368795067,0.641099517956376,0.722728378916537,0.782950056278608,0.84789080778871,0.945470885815872,0.980142452305709
"56",2020-04-30,56,37,0.770648829807155,0.09331999983151,0.597599686470865,0.622768083451813,0.70687319872356,0.767135065375008,0.831420644499471,0.929039789695206,0.963553131983104
"57",2020-05-01,57,38,0.81215626845998,0.09807736066755,0.630510398458692,0.656661821776799,0.743791162280524,0.808642682244099,0.876731557731764,0.978947108393917,1.01627089083533
"58",2020-05-02,58,39,0.754404235161439,0.0980829697006484,0.575956926592273,0.601044759905827,0.686115334882877,0.750436198407259,0.817768353816774,0.922005825020661,0.958204157147452
"59",2020-05-03,59,40,0.766870678761742,0.101757410896723,0.583323246723433,0.609520377702063,0.696119030322623,0.761495608151614,0.833316947306424,0.94322821352922,0.979734279922837
"60",2020-05-04,60,41,0.725613985887726,0.101172785662989,0.541759750722762,0.568008199651631,0.654888096715458,0.720373006210567,0.791144307808169,0.899563227080148,0.936280821740233
"61",2020-05-05,61,42,0.666205584343508,0.0999151999804118,0.483012825651465,0.510251419527827,0.596485257485089,0.661427479376292,0.73129031913178,0.838208754036983,0.873376527758951
"62",2020-05-06,62,43,0.666292492771235,0.103658213070078,0.476559024549963,0.503997059155175,0.594102838919303,0.661108385177896,0.73326089657489,0.844905928486258,0.884073881157998
"63",2020-05-07,63,44,0.564051473449763,0.0993040848366401,0.384700853484481,0.410605004629132,0.49434236811248,0.558730659791875,0.627502476526331,0.735779218097987,0.772506495311778
"64",2020-05-08,64,45,0.540921461356327,0.101534012662568,0.362348242566398,0.3865894187429,0.469237576808152,0.533977032376717,0.604777655460637,0.718260187280991,0.758315074288302
"65",2020-05-09,65,46,0.497307491748926,0.102656914664367,0.316835404600724,0.340995547283271,0.42453138890369,0.489718712332718,0.562876711686262,0.678303388487928,0.718557080063939
"66",2020-05-10,66,47,0.513601441410862,0.111381883448267,0.319792089646755,0.345229614574014,0.435153905935966,0.504591549279327,0.583408643811762,0.710281453736781,0.753963954047332
"67",2020-05-11,67,48,0.587215311643582,0.128528384869832,0.36459663811396,0.393580720809163,0.49627721095966,0.578012080766777,0.667870942742096,0.812709773005378,0.86465298389726
"68",2020-05-12,68,49,0.634713624477404,0.141145459018507,0.389827221445323,0.42131273629708,0.534680196248735,0.625187632633323,0.72388788333154,0.883957347262352,0.9379032114568
"69",2020-05-13,69,50,0.677182938997044,0.153364544312444,0.408855488931391,0.445738991149855,0.569060398546776,0.666055447412118,0.772550379388118,0.947492055144056,1.01006035014584
